0.5,74,195,315,435,554,676,793,912,1030,1148,1266,1.125,1.375
1,80,192,312,431,549,666,785,904,1023,1141,1260,,
1.125,78,194,312,430,549,667,786,905,1025,1144,1264,,
1.25,76,191,309,426,545,663,783,903,1023,1143,1263,,
1.375,72,186,303,419,536,653,773,892,1012,1131,1251,,
1.5,68,178,292,406,522,637,754,870,988,1106,1224,,
1.625,61,166,275,384,496,607,721,834,948,1062,1176,,
1.75,50,149,251,353,459,564,672,779,888,997,1106,,
1.875,38,125,216,307,404,500,600,700,803,905,1008,,
2,0,0,0,0,0,0,0,0,0,0,0,,
2.125,0,0,0,0,0,0,0,0,0,0,0,,
2.25,0,0,0,0,0,0,0,0,0,0,0,,
2.375,0,0,0,0,0,0,0,0,0,0,0,,
2.5,0,0,0,0,0,0,0,0,0,0,0,,
2.625,0,0,0,0,0,0,0,0,0,0,0,,
